CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
get potus joebidenkamalaharris trumpvsbiden americadecides,"\"How did we get here??#POTUS46 #JoeBidenKamalaHarris2020 #trumpvsbiden #AmericaDecides https://t.co/9oXgRGaDmD\"","\"2020-11-19 15:22:22.967575\"",2020-11-19T15:42:23.248+05:30,"",Positive
finish trump election results election trumpvsbiden trumpout,"\"306 ! Finish Him ! #Trump  #Election2020results #Election2020 #TrumpvsBiden #TrumpOut https://t.co/mcT0jt3ixa\"","\"2020-11-19 15:22:25.970586\"",2020-11-19T15:42:23.248+05:30,"",Positive
said good number slaughter,"\"@jmclghln @realDonaldTrump @gatewaypundit You said it \\\"306 is a good number, it's a Slaughter\\\"\\u2026 https://t.co/oVT2iId5WG\"","\"2020-11-19 15:22:40.806546\"",2020-11-19T15:42:23.248+05:30,"",Positive
great breakdown people wondering trump courts trumpvsbiden,"\"Great breakdown for people wondering about where #Trump is with the courts #TrumpvsBiden https://t.co/MuYSJQANuJ\"","\"2020-11-19 15:22:43.808762\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden aliens simpsons conspiracy,"\"Oh no! Again?\\n\\n#TrumpvsBiden #aliens #simpsons #conspiracy https://t.co/k0E1tKILyP\"","\"2020-11-19 15:22:46.812481\"",2020-11-19T15:42:23.248+05:30,"",Negative
used get angry every time see someone say ctrump nif knew expiration date nsource,"\"I used to get angry every time I see someone say \\u201cTrump 2020\\u201d. \\n\\nIf only I knew it was an expiration date.\\n\\nSource:\\u2026 https://t.co/27XG6wODy4\"","\"2020-11-19 15:22:49.815214\"",2020-11-19T15:42:23.248+05:30,"",Negative
election trumpmeltdown trumpvsbiden trumpislosing usaelection elections nhey loser,"\"#Election2020 \\u00a0#TrumpMeltdown #TrumpvsBiden #TrumpIsLosing #USAelection2020 #Elections2020\\nHey LOSER\\u2026 https://t.co/RC0vM9EsND\"","\"2020-11-19 15:22:52.818683\"",2020-11-19T15:42:23.248+05:30,"",Negative
dominion type name expect terminator movie wrong,"\"Dominion it's a type of name you expect from a Terminator movie....after all...it's 2020, what could go wrong!\\u2026 https://t.co/bpOODUkLDh\"","\"2020-11-19 15:22:55.820396\"",2020-11-19T15:42:23.248+05:30,"",Negative
elephant room trumpmeltdown trumpisalaughingstock trumpvsbiden,"\"ELEPHANT IN THE ROOM.\\n#TrumpMeltdown2020 #TrumpIsALaughingStock #TrumpvsBiden\"","\"2020-11-19 15:22:58.822657\"",2020-11-19T15:42:23.248+05:30,"",Positive
hahaha sierra leonne remontada nigeria super eagles see parent message joke,"\"@akaebube hahaha... Sierra Leonne remontada against Nigeria Super Eagles. (See parent message for the joke of the d\\u2026 https://t.co/Hc7aASVvhw\"","\"2020-11-19 15:23:01.825646\"",2020-11-19T15:42:23.248+05:30,"",Positive
jobs economy others wisdom grace pressure,"\"For some it's #Jobs and the #Economy, for others it's his wisdom and grace under pressure. And for some it's just a\\u2026 https://t.co/Uv4Kuf7N6o\"","\"2020-11-19 15:23:04.826615\"",2020-11-19T15:42:23.248+05:30,"",Positive
finally election results trumpislosing biden trump tosaveamerica trumpvsbiden,"\"Finally. #Election2020results #TrumpIsLosing #Biden #TRUMP2020ToSaveAmerica #TrumpvsBiden\\n\\nhttps://t.co/lIMXZCXbMY https://t.co/Qhb6zuhWXR\"","\"2020-11-19 15:23:07.830174\"",2020-11-19T15:42:23.248+05:30,"",Positive
yet instead neutral medias report one side stories pick choose want ppl,"\"Yet instead of being neutral, the medias report only one side of the stories, pick and choose what they want ppl to\\u2026 https://t.co/fD4eHvnTy7\"","\"2020-11-19 15:23:10.833749\"",2020-11-19T15:42:23.248+05:30,"",Positive
exactly ppl maintain social distance definitely protest attend rally ppl walk aroun,"\"And how exactly can ppl maintain social distance? Definitely not during a protest or attend a rally, ppl walk aroun\\u2026 https://t.co/NkNlPDJuPM\"","\"2020-11-19 15:23:13.836993\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted arizona electoral votes,"\"@ABC NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 Arizona +11 Electoral Votes\\n0\\u2026 https://t.co/nXJCoUOtgB\"","\"2020-11-19 15:23:17.458012\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted arizona electo,"\"@realTrumpForce NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 Arizona +11 Electo\\u2026 https://t.co/58BCuf87bj\"","\"2020-11-19 15:23:20.460353\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted,"\"@vladimirmescain @VinicioSenador NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 A\\u2026 https://t.co/CyB144ZaZl\"","\"2020-11-19 15:23:23.463308\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted,"\"@vladimirmescain @VinicioSenador NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 A\\u2026 https://t.co/b54ey2PM1E\"","\"2020-11-19 15:23:26.466629\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still,"\"@vladimirmescain @elmetcenario002 @VinicioSenador NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still be\\u2026 https://t.co/YKv3b9UgSL\"","\"2020-11-19 15:23:29.469278\"",2020-11-19T15:42:23.248+05:30,"",Positive
hideous trumpvsbiden,"\"Hideous... #TrumpvsBiden \\nhttps://t.co/JVBZkThLKy\"","\"2020-11-19 15:23:32.470805\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted arizona elect,"\"@realDonaldTrump NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 Arizona +11 Elect\\u2026 https://t.co/vF82KvfisQ\"","\"2020-11-19 15:23:35.473704\"",2020-11-19T15:42:23.248+05:30,"",Positive
great time god exposing people claim time great judgement,"\"This is a great time! God is exposing all these people who claim to be with Him. This is a time of great judgement\\u2026 https://t.co/d3tpJeN8NN\"","\"2020-11-19 15:23:38.474625\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted arizona elect,"\"@realDonaldTrump NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 Arizona +11 Elect\\u2026 https://t.co/BlOsLgVyuQ\"","\"2020-11-19 15:23:41.478232\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still counted arizona electoral votes geo,"\"NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still being counted:\\n01 Arizona +11 Electoral Votes\\n02 Geo\\u2026 https://t.co/amFli3nuYn\"","\"2020-11-19 15:23:44.480531\"",2020-11-19T15:42:23.248+05:30,"",Positive
horrendous probably worst msm seen saying lot trumpvsbiden trump bidentransition,"\"Horrendous. Probably the worst of the MSM I\\u2019ve seen and that\\u2019s saying a lot!! #TrumpvsBiden #Trump #BidenTransition https://t.co/IMLh1dfKon\"","\"2020-11-19 15:23:47.482649\"",2020-11-19T15:42:23.248+05:30,"",Negative
brilliant harder lie court white house briefing trump trumpvsbiden yourefiredtrump,"\"Brilliant 'It is harder to lie at a court than a White House briefing' \\n#Trump\\n#TrumpvsBiden\\n#YoureFiredTrump\\u2026 https://t.co/nwkcCCmu8P\"","\"2020-11-19 15:23:50.483268\"",2020-11-19T15:42:23.248+05:30,"",Positive
biden trump trumpvsbiden really tried anint gon beet mans trump,"\"#Biden #Trump #TrumpvsBiden  u really tried u anint gon beet my mans trump https://t.co/oJBB5cCFzm\"","\"2020-11-19 15:23:53.486728\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still bein,"\"@hansprice2022 @VinicioSenador @vladimirmescain NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still bein\\u2026 https://t.co/pavTkCaxEK\"","\"2020-11-19 15:23:56.487457\"",2020-11-19T15:42:23.248+05:30,"",Positive
president winner yet uddfa uddf udeab undefined states still bein,"\"@vladimirmescain @hansprice2022 @VinicioSenador NOT PRESIDENT WINNER YET  \\ud83c\\uddfa\\ud83c\\uddf8 \\ud83d\\udeab Undefined states that are still bein\\u2026 https://t.co/EkensRpbVl\"","\"2020-11-19 15:23:59.490622\"",2020-11-19T15:42:23.248+05:30,"",Positive
presi,"\"@vladimirmescain @VinicioSenador @TuckerCarlson @FoxNews @cnnbrk @realDonaldTrump @JoeBiden @KamalaHarris NOT PRESI\\u2026 https://t.co/iptYGaEb1W\"","\"2020-11-19 15:24:04.395419\"",2020-11-19T15:42:23.248+05:30,"",Positive
"","\"@Aaron3458 @vladimirmescain @VinicioSenador @TuckerCarlson @FoxNews @cnnbrk @realDonaldTrump @JoeBiden\\u2026 https://t.co/aqmx9VfVrT\"","\"2020-11-19 15:24:07.398622\"",2020-11-19T15:42:23.248+05:30,"",Positive
"","\"@Aaron3458 @vladimirmescain @VinicioSenador @TuckerCarlson @FoxNews @cnnbrk @realDonaldTrump @JoeBiden\\u2026 https://t.co/C1C1AQyAGf\"","\"2020-11-19 15:24:10.402299\"",2020-11-19T15:42:23.248+05:30,"",Positive
presi,"\"@vladimirmescain @VinicioSenador @TuckerCarlson @FoxNews @cnnbrk @realDonaldTrump @JoeBiden @KamalaHarris NOT PRESI\\u2026 https://t.co/AHilLnWIrY\"","\"2020-11-19 15:24:13.405634\"",2020-11-19T15:42:23.248+05:30,"",Positive
love united states patriotic use time resign concede,"\"@realDonaldTrump If you love the United States and you are Patriotic, you will use this time to resign or concede.\\u2026 https://t.co/ZWzkgjhf5J\"","\"2020-11-19 15:24:16.406594\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump fan think fair blame covid related deaths much fre,"\"I'm not a Trump fan, but I don't think it's fair to blame him for all the covid related deaths. We have so much fre\\u2026 https://t.co/s8WyBm51pF\"","\"2020-11-19 15:24:19.410124\"",2020-11-19T15:42:23.248+05:30,"",Negative
verge flipping trump pundit warns things abou przez trump trumpvsbiden,"\"MI and PA on VERGE of FLIPPING to TRUMP as Pundit Warns \\u2018Things are Abou... https://t.co/d8BvyqIZSd przez @YouTube #Trump #TrumpvsBiden\"","\"2020-11-19 15:24:22.413748\"",2020-11-19T15:42:23.248+05:30,"",Negative
like ude udc hope usa get busy find time mess around world starting wars,"\"@ddale8 I like it \\ud83d\\ude06\\ud83d\\udc4c\\nI hope the the USA get so busy and can't find time to mess around the world, starting the wars\\u2026 https://t.co/dJEDTgOzVU\"","\"2020-11-19 15:24:25.416381\"",2020-11-19T15:42:23.248+05:30,"",Negative
dami dreamcatcher afazenda followtrick afazenda trumpvsbiden biden electionday,"\"@fairiesutopia Dami- dreamcatcher\\n\\n#AFazenda12 #followtrick #AFazenda #TrumpvsBiden #Biden2020 #ElectionDay https://t.co/4d0EvFZO7v\"","\"2020-11-19 15:24:28.419142\"",2020-11-19T15:42:23.248+05:30,"",Positive
salt made lisboa riomaior busypresidente trumpvsbiden,"\"WHERE SALT IS MADE #Lisboa #riomaior #BusyPresidente #TrumpvsBiden https://t.co/VnAmemvsX6\"","\"2020-11-19 15:24:31.419668\"",2020-11-19T15:42:23.248+05:30,"",Positive
one certain glitches cerrors going democrats demanding,"\"One can be certain that if all these glitches and \\u201cerrors\\u201d were going against Democrats, they would be demanding fa\\u2026 https://t.co/GJCwb8PtEa\"","\"2020-11-19 15:24:34.422656\"",2020-11-19T15:42:23.248+05:30,"",Positive
completely farfetched scenario happen soon election blockchainthevote trumpvsbiden,"\"269 to 269 is not a completely farfetched scenario. It could happen soon.\\n\\n#Election2020 #blockchainthevote #TrumpvsBiden\"","\"2020-11-19 15:24:37.426131\"",2020-11-19T15:42:23.248+05:30,"",Positive
george bush caught saddam hussain nbarrack obama caught osama bin ladin ndonald trump caught covid trumpvsbiden trumpisalaughingstock,"\"George W Bush caught Saddam Hussain\\nBarrack Obama caught Osama Bin Ladin\\nDonald Trump caught Covid-19\\n#TrumpvsBiden #TrumpIsALaughingStock\"","\"2020-11-19 15:24:40.429108\"",2020-11-19T15:42:23.248+05:30,"",Positive
glad getting lost big time start packing get ready concede biden,"\"Glad you're getting it now, you LOST big time.. You should start packing now and get ready to concede.\\n#biden306\\u2026 https://t.co/fyURcOBL7X\"","\"2020-11-19 15:24:43.430609\"",2020-11-19T15:42:23.248+05:30,"",Positive
georgia mind udfb lameducktrump trumpvsbiden trumpisalaughingstock,"\"Georgia on my mind \\ud83c\\udfb6\\n#LameDuckTrump #TrumpvsBiden #TrumpIsALaughingStock\"","\"2020-11-19 15:24:46.432100\"",2020-11-19T15:42:23.248+05:30,"",Positive
looks like concede trumpvsbiden trumptantrum,"\"Looks like you can concede now @realDonaldTrump\\n#TrumpvsBiden\\n#TrumpTantrum https://t.co/B4CtMKKewO\"","\"2020-11-19 15:24:57.202122\"",2020-11-19T15:42:23.248+05:30,"",Positive
continuum restored trumpvsbiden bidenpresident trumpislosing trumpisafailure,"\"Continuum is restored\\n#TrumpvsBiden #BidenPresident #TrumpIsLosing #TrumpIsAFailure https://t.co/SNspudmv8h\"","\"2020-11-19 15:25:00.205880\"",2020-11-19T15:42:23.248+05:30,"",Positive
love plz understand like trump like white house wanna leave trump trumpvsbiden mylove,"\"my love plz understand me i'm like trump and  you are like the white house i not wanna leave you\\n#Trump \\n#TrumpvsBiden \\n#MyLove\"","\"2020-11-19 15:25:03.208348\"",2020-11-19T15:42:23.248+05:30,"",Positive
joe biden wins electoral votes compared donald trumps ufe trump trumptantrum,"\"@realDonaldTrump Joe Biden wins 306 Electoral Votes compared to Donald Trumps 232\\u270c\\ufe0f\\n#Trump2020 #TrumpTantrum\\u2026 https://t.co/ntFI9iGTOg\"","\"2020-11-19 15:25:06.211509\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump cured illness sees picture knows defe,"\"@AFP When will Trump be cured of his illness, so that he sees the picture for what it is, and knows that he is defe\\u2026 https://t.co/Jsf8n3vgla\"","\"2020-11-19 15:25:09.215099\"",2020-11-19T15:42:23.248+05:30,"",Negative
think talking udc usaelections trumpvsbiden politicstoday,"\"Who do you think they\\u2019re talking about?\\ud83d\\udc40\\n\\n#USAElections2020 #TrumpvsBiden #PoliticsToday https://t.co/13LJ4yP9z9\"","\"2020-11-19 15:25:12.218679\"",2020-11-19T15:42:23.248+05:30,"",Positive
true facts factsmatter trumpout trumpvsbiden trumpislosing presidentialelection presidentelectjoe,"\"True! #facts #FactsMatter #TrumpOut #TrumpvsBiden #TrumpIsLosing #PresidentialElection #PresidentElectJoe https://t.co/UCfTx12MIk\"","\"2020-11-19 15:25:15.220600\"",2020-11-19T15:42:23.248+05:30,"",Positive
secure election american history officials dismiss donald trump fraud claims,"\"\\u2018Most secure election in American history\\u2019: US officials dismiss Donald Trump\\u2019s fraud claims\\u2026 https://t.co/p9WbSymmz8\"","\"2020-11-19 15:25:18.224020\"",2020-11-19T15:42:23.248+05:30,"",Negative
dead voices election trump claimed mehdi afi answers bidenkamala biden,"\"Were there dead voices in the Us election as Trump claimed? Mehdi Afi answers...\\n#bidenkamala2020 #Biden2020\\u2026 https://t.co/Mw0Wy2qURB\"","\"2020-11-19 15:25:21.227283\"",2020-11-19T15:42:23.248+05:30,"",Negative
udd freaky friday freestyle udd udd better time drop better time ntwitter please,"\"\\ud83d\\udd25FREAKY FRIDAY FREESTYLE 30\\ud83d\\udd25\\n\\ud83d\\udd25'A BETTER TIME' don drop, but it's a better time to what?? \\nTwitter, please do your t\\u2026 https://t.co/XoBMtS57So\"","\"2020-11-19 15:25:24.230665\"",2020-11-19T15:42:23.248+05:30,"",Positive
election trump lawyers withdraw case biden victory trumpvsbiden,"\"US election: Trump lawyers withdraw from the case against Biden\\u2019s victory\\nhttps://t.co/nI7pWA4Vtm \\n#TrumpvsBiden\"","\"2020-11-19 15:25:27.231288\"",2020-11-19T15:42:23.248+05:30,"",Positive
somewhere usa trumpvsbiden trump trumpout trump,"\"Somewhere at USA....\\n\\n@realDonaldTrump \\n#TrumpvsBiden \\n#Trump2020 \\n#TrumpOut \\n#Trump https://t.co/AEAyHVOJsG\"","\"2020-11-19 15:25:30.234665\"",2020-11-19T15:42:23.248+05:30,"",Positive
writers must jizzing pants political content week,"\"The writers over at @SpittingImage must be jizzing their pants with all the political content this week!\\u2026 https://t.co/hhBsx0hMVB\"","\"2020-11-19 15:25:33.236662\"",2020-11-19T15:42:23.248+05:30,"",Positive
check gig fiverr stencil art capricorn philadelphia,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#RepublicansForBiden #Capricorn #Philadelphia\\u2026 https://t.co/D3T9NHwETK\"","\"2020-11-19 15:25:36.238650\"",2020-11-19T15:42:23.248+05:30,"",Positive
quel travail artiste udd udd ude udd metaltrump nothing else matters metallica trump trumpvsbiden,"\"Quel travail d'artiste! \\ud83e\\udd47\\n\\ud83e\\udd27\\ud83d\\ude02\\ud83e\\udd47\\n\\n#MetalTrump - Nothing Else Matters (Metallica)  \\n#Trump #TrumpvsBiden \\nhttps://t.co/JLdW7Jd8HQ\"","\"2020-11-19 15:25:39.241710\"",2020-11-19T15:42:23.248+05:30,"",Negative
time place bets last man standing jan onward trumpvsbiden trump,"\"Time to place your bets on who will be the last Man Standing on Jan 20, 2021 onward! #TrumpvsBiden @POTUS #trump\\u2026 https://t.co/kxQgMVE65z\"","\"2020-11-19 15:28:47.259793\"",2020-11-19T15:42:23.248+05:30,"",Positive
life choice nit either step hustle change hustle nquitting dey option,"\"In this life you only have 2 choice\\nIt\\u2019s either u Step up ur hustle or u change ur hustle \\nQuitting no Dey d option\\u2026 https://t.co/B6DXpXaCBT\"","\"2020-11-19 15:28:50.262623\"",2020-11-19T15:42:23.248+05:30,"",Positive
features full plot land good serene environment good road network dammetproperties,"\"Features;\\n* On a 60\\\" by 120\\\" Full Plot of Land.\\n* Good Serene Environment. \\n* Good Road network. \\n#dammetproperties\\u2026 https://t.co/MtmyzvGFTs\"","\"2020-11-19 15:28:53.264779\"",2020-11-19T15:42:23.248+05:30,"",Positive
dreamed picked prince charming however really always choose,"\"We all dreamed of been picked up by prince charming. However, the really is always: we'll have to choose between tw\\u2026 https://t.co/VTI0kijLJG\"","\"2020-11-19 15:28:56.267894\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump amp biden political agendas filter systemic hate america making respond,"\"What if Trump &amp; Biden's political agendas is to filter out systemic hate in America, by making the wo rl d respond\\u2026 https://t.co/afI1n0qokK\"","\"2020-11-19 15:28:59.270638\"",2020-11-19T15:42:23.248+05:30,"",Negative
check gig fiverr stencil art capricorn tiktok coronavirus,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#Europe #Capricorn #TikTok #coronavirus\\u2026 https://t.co/DuQ1MB9PW3\"","\"2020-11-19 15:29:02.273286\"",2020-11-19T15:42:23.248+05:30,"",Positive
state aid support new industrial policy become remain ubiquitous covid trumpvsbiden,"\"State aid to support this new industrial policy has become and will remain ubiquitous. #Covid_19 #TrumpvsBiden\\u2026 https://t.co/m9MijmSuag\"","\"2020-11-19 15:29:05.274723\"",2020-11-19T15:42:23.248+05:30,"",Positive
voted want follow cliff trump trumpvsbiden evangelicalsfortrump,"\"They voted for him but don't want to follow him over a cliff. #Trump2020 #TrumpvsBiden #EvangelicalsForTrump\\u2026 https://t.co/IGzyHf7U45\"","\"2020-11-19 15:29:08.276771\"",2020-11-19T15:42:23.248+05:30,"",Positive
streaming politics something happen trumpvsbiden,"\"Streaming Politics @ https://t.co/k65CDzf3GH \\\"Something is Happen!!!!\\\" What is what?? #TrumpvsBiden\\u2026 https://t.co/k6c8YlLWKU\"","\"2020-11-19 15:29:11.279088\"",2020-11-19T15:42:23.248+05:30,"",Positive
fact check biden receive fraudulent vote dump votes election day overtake trump wis,"\"FACT-CHECK: Did Biden receive a fraudulent vote \\\"dump\\\" of 143,000 votes after Election Day to overtake Trump in Wis\\u2026 https://t.co/LAqoI8Imat\"","\"2020-11-19 15:29:14.282537\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump illegally lawsuits state recount election france stop trump filing laws,"\"Trump is illegally lawsuits to the State to do recount of the election and France we have to stop trump filing laws\\u2026 https://t.co/4j71NBkhvA\"","\"2020-11-19 15:29:17.286194\"",2020-11-19T15:42:23.248+05:30,"",Negative
prophecy going happen president trump shocking trumpprophecy trumpvsbiden trump,"\"PROPHECY OF WHAT IS GOING TO HAPPEN TO PRESIDENT TRUMP (SHOCKING!!!)\\nhttps://t.co/9qJOjKudNS #trumpprophecy #TrumpvsBiden #Trump2020\"","\"2020-11-19 15:29:20.289842\"",2020-11-19T15:42:23.248+05:30,"",Negative
approaches million votes historic victory stay president,"\"\\u2066@JoeBiden\\u2069 approaches 80 million votes in historic victory -\\u2066@realDonaldTrump\\u2069 can now stay the president at\\u2026 https://t.co/nwEVgmQdFX\"","\"2020-11-19 15:29:23.290621\"",2020-11-19T15:42:23.248+05:30,"",Positive
keep talking george trumpvsbiden,"\"Keep talking to yourself, George.  #TrumpvsBiden https://t.co/ZiwrKKlKhs\"","\"2020-11-19 15:29:26.292907\"",2020-11-19T15:42:23.248+05:30,"",Positive
suburban house wives please love trumpcollapse trumpmeltdown trumpvsbiden trumpcampaign trumplandside,"\"Suburban House Wives Please love me\\n\\n#TrumpCollapse #TrumpMeltdown #TrumpvsBiden #TrumpCampaign #TrumpLandside\\u2026 https://t.co/9XbzJd14VF\"","\"2020-11-19 15:29:29.294630\"",2020-11-19T15:42:23.248+05:30,"",Positive
damilola still staying tune oyo state trumpvsbiden,"\"@SOUNDCITYAbuja Damilola still staying tune from Oyo state\\n#TrumpvsBiden\"","\"2020-11-19 15:29:32.912354\"",2020-11-19T15:42:23.248+05:30,"",Positive
percent americans plan attend thanksgiving gathering people one study finds,"\"About 40 percent of Americans plan to attend a Thanksgiving gathering with 10 or more people, one study finds. Here\\u2026 https://t.co/kPFcf4ZQwc\"","\"2020-11-19 15:29:35.914613\"",2020-11-19T15:42:23.248+05:30,"",Positive
non giuliani trumplawyers admit trump claims election fraud bullshit trumpcollapse trumploser,"\"Non-#Giuliani #Trumplawyers  Admit Trump\\u2019s Claims of Election Fraud Are #Bullshit #TrumpCollapse #trumploser\\u2026 https://t.co/CNuqjj3hNy\"","\"2020-11-19 15:29:38.918142\"",2020-11-19T15:42:23.248+05:30,"",Negative
risk starting shit show editorial illustration class,"\"At the risk of starting a shit show, here's and editorial illustration I did for a class I'm in\\u2026 https://t.co/Tsd7Y7jxvJ\"","\"2020-11-19 15:29:41.921879\"",2020-11-19T15:42:23.248+05:30,"",Negative
stream stop afazenda ufffc followtrick afazenda follotrick trumpvsbiden biden electionday,"\"stream I can\\u2019t stop me\\n#AFazenda12\\u00a0\\ufffc #followtrick #AFazenda #follotrick #TrumpvsBiden #Biden2020 #ElectionDay\\u2026 https://t.co/QoCp3Cx61B\"","\"2020-11-19 15:29:44.922617\"",2020-11-19T15:42:23.248+05:30,"",Negative
stream idea afazenda ufffc followtrick afazenda follotrick trumpvsbiden biden electionday blackpink nct,"\"stream idea\\n#AFazenda12\\u00a0\\ufffc #followtrick #AFazenda #follotrick #TrumpvsBiden #Biden2020 #ElectionDay #BLACKPINK\\n#NCT\\u2026 https://t.co/GPf5Jkp44c\"","\"2020-11-19 15:29:47.926273\"",2020-11-19T15:42:23.248+05:30,"",Positive
going eventually come truth won everyone vote vote trumpvsbiden,"\"It\\u2019s all going to eventually come out! The truth won\\u2019t be for everyone #Vote2020 #vote #TrumpvsBiden\\u2026 https://t.co/UJMurwEJDz\"","\"2020-11-19 15:29:50.929796\"",2020-11-19T15:42:23.248+05:30,"",Positive
hey heard campaign paying partial recount guess biden win onl,"\"Hey @realDonaldTrump I heard your campaign is only paying for a partial recount in WI. I guess the Biden win is onl\\u2026 https://t.co/F643xbwEVM\"","\"2020-11-19 15:29:53.931054\"",2020-11-19T15:42:23.248+05:30,"",Positive
tell read book fucking poor people remember ivanka saying wrote,"\"\\u201c\\u2018Ly, why would you tell me to read a book about fucking poor people?\\u2019 I remember Ivanka saying,\\u201d she wrote. \\u201c\\u2018What\\u2026 https://t.co/uOKDiQzxDI\"","\"2020-11-19 15:29:56.934601\"",2020-11-19T15:42:23.248+05:30,"",Negative
eleicoes biden trump trumpvsbiden,"\"this...\\n\\n@EleicoesEUA @realDonaldTrump @JoeBiden #Eleicoes2020 #Biden2020 #Trump2020 #TrumpvsBiden https://t.co/RLrBnQGFSJ\"","\"2020-11-19 15:29:59.938157\"",2020-11-19T15:42:23.248+05:30,"",Positive
joke nin wisconsin votes injected nummmmmm election wisconsin,"\"Is this a joke!? \\n\\nIn Wisconsin, 143,379 votes INJECTED at 3:42AM\\n\\nUmmmmmm\\n#Election2020 #Wisconsin\\u2026 https://t.co/1y6e8jwobJ\"","\"2020-11-19 15:30:02.941715\"",2020-11-19T15:42:23.248+05:30,"",Positive
cshe trump radar status money power dad instinct throw others bus save,"\"\\u201cShe had the Trump radar for status, money, and power, and her dad\\u2019s instinct to throw others under the bus to save\\u2026 https://t.co/unu3RjNgp0\"","\"2020-11-19 15:30:05.942629\"",2020-11-19T15:42:23.248+05:30,"",Positive
president trump allow biden security briefings hasn conceded yet vote,"\"Should President Trump allow Biden security briefings if he hasn't conceded yet? Vote Now Here:\\u2026 https://t.co/xH6uq5aDI5\"","\"2020-11-19 15:30:08.944982\"",2020-11-19T15:42:23.248+05:30,"",Positive
ivanka trump shared father craving money praise apparent disdain poor people,"\"Ivanka Trump shared her father\\u2019s craving for money and praise \\u2013 and his apparent disdain for poor people \\u2013 from a y\\u2026 https://t.co/OLUA6vAQEt\"","\"2020-11-19 15:30:11.946682\"",2020-11-19T15:42:23.248+05:30,"",Negative
president daughter asked tell read book poor people trump ivankatrump biden usa trumpvsbiden,"\"President\\u2019s daughter asked her \\u2018why would you tell me to read a book about poor people?\\u2019\\n\\n#Trump #IvankaTrump #Biden2020 #USA #TrumpvsBiden\"","\"2020-11-19 15:30:14.950291\"",2020-11-19T15:42:23.248+05:30,"",Negative
worth reading obama gsa administrator denise turner gives view presidential transition nvia,"\"Worth reading : Obama's GSA administrator, Denise Turner, gives her view about the Presidential transition. \\nVia\\u2026 https://t.co/p6HCp3mlym\"","\"2020-11-19 15:30:18.546667\"",2020-11-19T15:42:23.248+05:30,"",Positive
china knows handle pandemic china covid usa trump stockmarket pfizer vaccine,"\"Only China knows to handle this pandemic! #China #COVID19 #usa #Trump2020 #stockmarket #Pfizer #vaccine @JoeBiden\\u2026 https://t.co/i3m7jUnhH3\"","\"2020-11-19 15:30:21.548458\"",2020-11-19T15:42:23.248+05:30,"",Positive
governor cuomo stupid motherfucker refusing distribution vaccine people,"\"Governor Cuomo of NY is a Stupid Motherfucker! He is Refusing Distribution of the CV Vaccine for the People of NY,\\u2026 https://t.co/nlYzfjkCDX\"","\"2020-11-19 15:30:24.551387\"",2020-11-19T15:42:23.248+05:30,"",Negative
